Date,News,Polarity
26 07 2011,US military chief nominee says to press Pakistan,0
26 07 2011,Gilani greets new prime minister of AJK,0
26 07 2011,"India, Pakistan foreign secretaries meet in New Delhi",0
26 07 2011,Pakistan Taliban make bonfire of 'un-Islamic' cloth,0
26 07 2011,Failures of appeasement,0
26 07 2011,Delightful dates,0
26 07 2011,The golden harvest of Khairpur,0
26 07 2011,Pakistan wants friendly ties with all in region: FM Khar,0
26 07 2011,US helping Pakistan to make it stronger: Munter,0
26 07 2011,Going beyond exile,0
26 07 2011,KESC workers' protest comes to an end,0
26 07 2011,Soldier killed in South Waziristan bombing,0
26 07 2011,Pakistan warned one year after worst-ever floods,0
26 07 2011,Monsoon brings flood worries for people in KP,0
26 07 2011,Rs50 billion revenue lost in missing containers,0
26 07 2011,Audit report finds irregularities in KESC privatisation,0
01 08 2011,Altaf gives govt 48 hrs ‘deadline’ to impede Karachi violence,0
01 08 2011,PML-N sets up panel on new provinces,0
01 08 2011,PPP to table resolution in Punjab Assembly,0
01 08 2011,Twenty-three lives lost as Karachi bleeds again,0
01 08 2011,In its rulings SC consciously avoided confrontation,0
01 08 2011,SC defends its powers of judicial review,0
01 08 2011,Zardari calls for clear terms of engagement between US and Pakistan,0
01 08 2011,"Mirza and gangs responsible for Karachi unrest, says MQM",0
01 08 2011,Ramazan moon sighted in cities across Pakistan,0
01 08 2011,No collision between Judiciary and Parliament: Gilani,0
01 08 2011,No military operations taking place in Balochistan: Kayani,0
01 08 2011,Ramazan eve in Pakistan,0
01 08 2011,HRCP calls for political solution to Karachi violence,0
01 08 2011,The ideology of thought control in Pakistan,0
01 08 2011,MQM decides to re-join government: sources,0
01 08 2011,S. Waziristan drone strike kills four suspected militants,0
01 08 2011,Blast kills two children in Quetta,0
01 08 2011,Gunmen torch 10 Nato oil tankers in Khairpur,0
01 08 2011,Xinjiang attack masterminded by terrorists trained in Pakistan,0
01 08 2011,Petrol and light diesel prices raised,0
01 08 2011,Swearing in of AJK cabinet put off,0
01 08 2011,Mangoes raise hopes for sweetening ties with US,0
01 08 2011,Peshawar mosque sparks Ramazan moon row,0
01 08 2011,Gilani to laud role of SC in NA today,0
04 08 2011,PPP suspends Enver Baig’s membership,0
04 08 2011,Few takers in NA for Altaf’s call to deploy army,0
04 08 2011,Irsa rejects Sindh’s plea for closure of canals,0
04 08 2011,Early completion of Balochistan roads stressed,0
04 08 2011,UN for urgent action to curb child malnutrition,0
04 08 2011,Rs68 billion losses detected in PTA audit,0
04 08 2011,Confusion over FC deployment in Karachi,0
04 08 2011,"UK detects 6,000 forged visa documents",0
04 08 2011,Presidency moves to clear the air on provinces,0
04 08 2011,MI directed to produce missing Hizb activists,0
04 08 2011,SHC seeks report on disappearance of former nazim,0
04 08 2011,Accused deny charges in Sarfraz murder case,0
04 08 2011,Legal fraternity plays important role in dispensation of justice: CJP,0
04 08 2011,Natural beauty at its best in Malir,0
04 08 2011,"Building collapses in Lyari; seven dead, several injured",0
04 08 2011,"Altaf apologises for his statements, urges peace in Karachi",0
04 08 2011,"No Taliban shura in Quetta, Raisani tells Munter",0
04 08 2011,Three navy officers facing trial after Mehran base inquiry,0
04 08 2011,The necessity of conflict,0
04 08 2011,"Balochistan very significant for US, says Munter",0
04 08 2011,Zardari khappay?,0
04 08 2011,Altaf wants army to quell violence,0
04 08 2011,"Peace pleas, threats in NA over Karachi",0
04 08 2011,SC orders early completion of Sarfaraz Shah trial,0
04 08 2011,'36pc of Pakistanis undernourished',0
04 08 2011,SGS & ARY Gold references: Uncertainty won’t leave Zardari,0
04 08 2011,‘Mullen’s decision to skip Pakistan signals stalemate in ties’,0
05 08 2011,"PPP, MQM in new move for patch-up",0
05 08 2011,Govt given four days to de-notify PCO judges,0
05 08 2011,Private sector to get representation on Railways board,0
05 08 2011,‘N’ committee divided on provinces issue,0
05 08 2011,"US aid plan fails to achieve objectives, says report",0
05 08 2011,Govt to promote soft image of Pakistan via media: Firdous,0
05 08 2011,President invites MQM to rejoin government,0
05 08 2011,PML-Q submits motion for new province,0
05 08 2011,LHC orders Chief Secretary to recover missing girl,0
05 08 2011,Twenty-five target killers with political links arrested: Wasan,0
05 08 2011,Rescue efforts at Lyari building collapse,0
05 08 2011,The land between KRH and HRK,0
05 08 2011,What a state to be in,0
05 08 2011,Every effort to be made for Karachi’s law and order: Malik,0
05 08 2011,The US debt crisis and a Pakistani riddle,0
05 08 2011,Amateur climbers scale Broad Peak,0
05 08 2011,MNAs suggest unity among political parties for Karachi peace,0
05 08 2011,Govt to take all stakeholders on board on new provinces: PM,0
05 08 2011,Controversy over 'dangerous building' status,0
05 08 2011,Rescuers race against time,0
05 08 2011,Taj Building of Nowshera losing its splendour,0
08 08 2011,Rainwater concern at Presidency,0
08 08 2011,Nature’s fury slams NA anger over Karachi,0
08 08 2011,Status of three Sindh districts restored,0
08 08 2011,Commanders back govt efforts to quell Karachi violence,0
08 08 2011,"Rain wreaks havoc in Islamabad, cities in Punjab and KP",0
08 08 2011,"SC order to restore Qureshi be implemented, says govt",0
08 08 2011,PPP criticised for LG system `somersaults`,0
08 08 2011,"Four killed, five hurt in gun attacks",0
08 08 2011,Sindh LG system ordinance takes effect,0
08 08 2011,Despite differences Pakistan and US need each other: Haqqani,0
08 08 2011,Formation of national commission for new provinces: Nawaz,0
08 08 2011,Accused Pakistan Taliban backer denied bail in Miami,0
08 08 2011,Struggling to stay afloat,0
08 08 2011,Khosa for consensus on Seraiki province,0
08 08 2011,The timeless appeal of Fort Kot Diji,0
08 08 2011,The cost of brinkmanship in international law,0
08 08 2011,Altaf welcomes reinstatement of LG system in Sindh,0
08 08 2011,Death toll from Karachi building collapse at 33,0
08 08 2011,Bomb wounds 10 Pakistani soldiers: officials,0
08 08 2011,More than 200 militants killed in Kurram over the past month,0
08 08 2011,Islamabad sees rise in court marriages,0
08 08 2011,From Islamabad the beautiful to Islamabad the barred,0
08 08 2011,Zafar Qureshi’s suspension notification illegal: SC,0
08 08 2011,Australian plan to expel 16 asylum seekers delayed,0
08 08 2011,PML-N wants govt to prepare formula for new provinces,0
08 08 2011,Nazim-led system for entire Sindh,0
08 08 2011,Gilani to meet King Abdullah today,0
08 08 2011,Food policies no more under federal control,0
08 08 2011,Fake Indian jewellery also glitters,0
09 08 2011,Nawaz Sharif acting as government,0
09 08 2011,Polio situation grim in Pakistan: Unicef,0
09 08 2011,Pakistan seeks ‘new chapter’ in India ties,0
09 08 2011,Five Chinese nationals deported,0
09 08 2011,Grenade attacks in Lyari injure three including PPP leader,0
09 08 2011,'The Pakistani government sanctioned drone attacks',0
09 08 2011,US should recognize sacrifices made by Pakistan: Fehmida Mirza,0
09 08 2011,Sindhi nationalist parties call for strike on August 13,0
09 08 2011,Resolution filed for making Bahawalpur seperate province,0
09 08 2011,PPP also responsible for Karachi’s situation: Nabeel Gabol,0
09 08 2011,Pakistani art makes US debut amid political challenges,0
09 08 2011,A sudden downpour,0
09 08 2011,The average Pakistani's Ramazan,0
09 08 2011,Pakistani stocks end at near nine-month low; rupee weakens,0
09 08 2011,Home remains an issue for Lyari survivors,0
09 08 2011,Blast near FC vehicle in Turbat; four security personnel wounded,0
09 08 2011,Sindh shut in protest against LGs revival,0
09 08 2011,"Gilani says MQM, JUI can return to govt",0
09 08 2011,At least eight killed in Karachi violence,0
09 08 2011,"Rape, mutilation: Pakistan's tribal justice for women",0
13 08 2011,Ex-armyman gets death for GHQ attack,0
13 08 2011,Zohra Yusuf,0
13 08 2011,Asad Omar,0
13 08 2011,Pakistan’s salvation,0
13 08 2011,Naimatullah Khan,0
13 08 2011,Muhammad Aslam Bhootani,0
13 08 2011,Mushahid Hussain,0
13 08 2011,Aasim Sajjad Akhtar,0
13 08 2011,Afrasiab Khattak,0
13 08 2011,M. Usman Kakar,0
13 08 2011,Ayaz Latif Palejo,0
13 08 2011,Mansoor Karim Seyal,0
13 08 2011,Syed Faisal Sabzwari,0
13 08 2011,Mir Hasil Khan Bizenjo,0
13 08 2011,Ali Sarwar Naqvi,0
13 08 2011,Baba Haider Zaman,0
13 08 2011,Dr Mubashir Hasan,0
13 08 2011,Asma Jahangir,0
13 08 2011,Ayaz Amir,0
13 08 2011,Khurshid Ahmad,0
13 08 2011,Aitzaz Ahsan,0
13 08 2011,S. Akbar Zaidi,0
13 08 2011,Ali Dayan Hasan,0
13 08 2011,Mufti Munib-ur-Rehman,0
13 08 2011,Nadeem Farooq Paracha,0
13 08 2011,Madiha Gohar,0
13 08 2011,Salima Hashmi,0
13 08 2011,Syed Noor,0
13 08 2011,Shehzad Roy,0
13 08 2011,Imtiaz Gul,0
13 08 2011,Abdul Khaliq Hazara,0
13 08 2011,Allama Abbas Kumaili,0
13 08 2011,A Pakistani renaissance,0
13 08 2011,Beyond the Eighteenth Amendment,0
13 08 2011,Nawaz foresees commission on Kargil misadventure,0
13 08 2011,MQM delegation meets Pir Pagaro,0
13 08 2011,"Floods in Punjab and Sindh, Badin declared calamity hit",0
13 08 2011,Celebrating Pakistan’s lawyer leaders,0
13 08 2011,"Nine killed in Karachi firing, grenade attacks",0
13 08 2011,Pakistan wants US ties beyond anti-terror cooperation: PM,0
13 08 2011,Mortar attack from Afghanistan kills child in South Waziristan,0
13 08 2011,"PPP, PML-Q submit resolution for new province in PA Secretariat",0
13 08 2011,Swat: Back on the radar of tourists,0
13 08 2011,Shahbaz says “getting threats” from Zardari,0
13 08 2011,US citizen kidnapped from his Lahore residence,0
13 08 2011,Pocket of excellence,0
13 08 2011,Nationalist parties observe strike against LG system in Sindh,0
13 08 2011,Qureshi wants probe team back,0
14 08 2011,Muttahida mulls rejoining govt,0
14 08 2011,Rockets hit Bajaur houses,0
14 08 2011,Bid to smuggle 560kg of heroin from Gilgit into China foiled,0
14 08 2011,"All political prisoners to be released, says PM",0
14 08 2011,Civil awards lavished on key PPP members,0
14 08 2011,Police clueless about kidnapped American,0
14 08 2011,Balochistan bus plunge kills 15 pilgrims,0
14 08 2011,Karachi's problems are ethnic and political: Malik,0
14 08 2011,Taliban commander arrested in Islamabad,0
14 08 2011,The present govt has given nothing but humiliation: Nawaz,0
14 08 2011,Bomb blast at hotel kills 12 in Dera Allah Yar,0
14 08 2011,"On the India-Pakistan border, a cold peace",0
14 08 2011,Pakistan army eyes permanent bases in Swat,0
14 08 2011,Cherishing Independence from afar,0
14 08 2011,The young blood of Pakistan,0
14 08 2011,"Democracy guarantor of peace, prosperity: Gilani",0
14 08 2011,American seized in Pakistan ‘was targeted’: police,0
14 08 2011,Lessons in history: Pakistan’s bright future,0
14 08 2011,"Make it a priority, please",0
14 08 2011,Rocket attack kills three Pakistani soldiers: officials,0
14 08 2011,Pakistan 2047: Darwin's revenge,0
14 08 2011,The Pakistan Flag – The first glimpse,0
14 08 2011,Straight from the days of partition,0
14 08 2011,PlanetPakistan.Dawn.com,0
16 08 2011,Petroleum prices to be raised in phases,0
16 08 2011,MQM to rejoin govt before Eid,0
16 08 2011,"Reach out to all, Zardari tells PPP",0
16 08 2011,Fresh breaches add to Badin’s misery,0
16 08 2011,Several villages submerged in Kasur,0
16 08 2011,SC informed about hoax ‘security’ threat to FIA office,0
16 08 2011,Phased campaign for recovery of illicit arms,0
16 08 2011,Saleem Shahzad Commission questions intelligence officers,0
16 08 2011,Rains affected a million people in six Sindh districts: Qaim,0
16 08 2011,China rejects report of bin Laden raid copter access,0
16 08 2011,‘No choice’ for US in keeping ties to Pakistan: Panetta,0
16 08 2011,Music-lovers observe death anniversary of Nusrat Fateh Ali Khan,0
16 08 2011,"Ice, waterfalls and lakes",0
16 08 2011,"Twelve killed in Triple blasts in Khyber, several injured",0
16 08 2011,Health concerns over American abducted in Pakistan,0
16 08 2011,Taliban commander Fazal Mehsud arrested in Karachi,0
16 08 2011,Ramazan Mubarak or Ramadan Kareem?,0
16 08 2011,Imran Khan and the government,0
16 08 2011,Water spilled into Satluj floods villages in Kasur,0
16 08 2011,The judicial death of reason,0
16 08 2011,Sarfraz killing case: Afsar Khan challenges life imprisonment,0
16 08 2011,KESC allowed to increase electricity tariff,0
16 08 2011,Violence revisits Karachi; 12 killed in 24 hours,0
16 08 2011,"Thousands marooned in Badin, Mirpurkhas",0
16 08 2011,Eight members of a family killed in Peshawar,0
16 08 2011,Drone kills four militants in North Waziristan,0
20 08 2011,Muttahida likely to announce comeback today,0
20 08 2011,"Zardari mediating between S. Arabia, Iran?",0
20 08 2011,"Fuel crisis pushes power shortfall beyond 7,000MW",0
20 08 2011,"Strategic assets safe, Osama commission told",0
20 08 2011,Death toll rises to 73: Karachi limping back to normality,0
20 08 2011,Sher Afgan Niazi resigns from APML,0
20 08 2011,Without justice there cannot be peace in Karachi: Shahbaz,0
20 08 2011,'Failure to stop violence leaves question mark on govt',0
20 08 2011,Govt taking measures to restore peace in Karachi: Rehman Malik,0
20 08 2011,Two soldiers killed in Khyber ambush,0
20 08 2011,PM asks political parties to play role for Karachi peace,0
20 08 2011,Talking heads,0
20 08 2011,Death toll rises to 51 in Khyber suicide attack,0
20 08 2011,Manzoor Wassan claims 100 target killers arrested,0
20 08 2011,No break in Karachi violence; six found dead,0
20 08 2011,Firing outside Quetta passport office; one killed,0
20 08 2011,Sindh CM condemns attack on Karachi policemen,0
20 08 2011,US funding dams in Pakistan: official,0
21 08 2011,"Wave of violence in Karachi: PM for optimal use of police, Rangers",0
21 08 2011,Ministries of petroleum and power being merged,0
21 08 2011,KP minister hurt as car overturns after attack,0
21 08 2011,"PPP, MQM agree to zero-tolerance against miscreants",0
21 08 2011,Four US officials escape checkpoint near Peshawar,0
21 08 2011,"Over 2,000 bodies in India Kashmir unmarked graves: probe",0
21 08 2011,Fourteen more killed as carnage in Karachi continues,0
21 08 2011,Attacks kill two soldiers in tribal region,0
21 08 2011,Condolences offered for Pakistani-American woman shot to death,0
21 08 2011,Gilani due in Karachi today,0
22 08 2011,Muttahida and ANP refuse to meet Gilani,0
22 08 2011,1.2m people removed from voters’ list in Balochistan,0
22 08 2011,‘Surgical operation’ in Karachi on cards,0
22 08 2011,Shutdown likely today as MQM calls for day of mourning,0
22 08 2011,Zulfiqar Mirza furious at Rehman Malik’s Karachi visits,0
22 08 2011,US drone attack kills four militants in North Waziristan,0
22 08 2011,"MQM to observe day of mourning tomorrow, says Farooq Sattar",0
22 08 2011,Sympathy for the poor,0
22 08 2011,Nineteen Nato tankers torched in Balochistan,0
22 08 2011,Perils of reporting in Balochistan,0
22 08 2011,"PM meets Sindh Governor, CM on Karachi situation",0
22 08 2011,CJ takes suo motu notice of Karachi situation,0
22 08 2011,Seven more killed in Karachi,0
22 08 2011,Govt eyes Rs50bn telecom fund for BISP,0
22 08 2011,Rs320 billion spent on law and order in four years,0
25 08 2011,Blast rocks hotel in Risalpur cantonment,0
25 08 2011,At least 63 die in Kohistan village hit by flash floods,0
25 08 2011,SC seeks govt viewpoint on allegations against Rana,0
25 08 2011,Rangers get special powers in Karachi,0
25 08 2011,Raids to recover missing US citizen fail,0
25 08 2011,High speed diesel price increased,0
25 08 2011,Over Rs1.75bn transferred to NICL account: NA body told,0
25 08 2011,Pakistan wants an inclusive government in Afghanistan: Report,0
25 08 2011,"Monsoon rains trigger floods, kill 16 in Pakistan",0
25 08 2011,SHC allows appeals of seven convicts against ATC's verdict,0
25 08 2011,Political ties with Musharraf severed forever: Sher Afgan,0
25 08 2011,US surveillance drone crashes in Pakistan: officials,0
25 08 2011,"Of Karachi, Faiz’s 'Lahoo ka suragh' and culled creativity",0
25 08 2011,Security vs. Safety,0
25 08 2011,Karachi under the knife,0
25 08 2011,Working hard for a festive mood,0
25 08 2011,Karachi: The past is another city,0
25 08 2011,"Monsoon rains trigger floods, kill six in northwest",0
25 08 2011,Intelligence officials deny US national rescued,0
25 08 2011,Taliban fight takes heavy toll on Pakistani troops,0
25 08 2011,Malik for continued 'targeted operation' in Karachi,0
25 08 2011,Pakistanis in denial 10 years after 9/11,0
25 08 2011,Karachi operation continues; four arrested,0
25 08 2011,General Kayani reaches Karachi,0
25 08 2011,US senators stress complex nature of Pakistan ties,0
25 08 2011,Withholding tax relief on farm produce,0
25 08 2011,Timely rain eases water shortage,0
27 08 2011,Court orders seizure of Musharraf’s property,0
27 08 2011,Three LJ men captured in Karachi,0
27 08 2011,Flashback: Sweet memories,0
27 08 2011,"Pak-US ties must be based on trust, says Zardari",0
27 08 2011,CCI seeks proposals from ministry on power plants,0
27 08 2011,Ethnic fault lines of Karachi,0
27 08 2011,Al-Qaeda’s number two killed in Pakistan: US official,0
27 08 2011,Conspiracy being hatched to weaken PPP-MQM relations: Malik,0
27 08 2011,An effective solution needed,0
27 08 2011,Karachi's solution lies in rule of law: Gilani,0
27 08 2011,PPP to launch move against Punjab govt on Shahbaz Taseer case,0
27 08 2011,CJ administers oath to newly appointed AG,0
27 08 2011,Militants from Afghanistan attack Chitral posts; 26 killed,0
27 08 2011,"Former army officer abducted, killed in Kohat",0
30 08 2011,MQM rejects Dr Mirza’s allegations,0
30 08 2011,NA’s Karachi panel to meet on Sept 6,0
30 08 2011,SC tells Sindh govt to ‘wake up’,0
30 08 2011,Reconciliation won’t be derailed: Firdous,0
30 08 2011,Ten injured as airpocket hits PIA plane,0
30 08 2011,PPP to continue policy of reconciliation: Firdous,0
30 08 2011,Amnesty petitions Pakistan over disappearances,0
30 08 2011,Shawwal moon sighted in cities across Pakistan,0
30 08 2011,"Zulfiqar Mirza quits politics, lashes out again at MQM",0
30 08 2011,MQM rejected Mirza’s allegation against Altaf Hussain,0
30 08 2011,"Usual days, unusual happenings",0
30 08 2011,'Political fortune-tellers' should stop predicting govt's fall: PM,0
30 08 2011,Two killed as trains collide,0
30 08 2011,PPP protests non-recovery of Shahbaz Taseer,0
30 08 2011,Eid greetings – The conventional way,0
30 08 2011,Strongman Syndrome,0
30 08 2011,"CM duty bound to protect citizens, says CJ",0
30 08 2011,Three brothers killed in Lahore firing incident,0
30 08 2011,Two killed in train collision in Lahore,0
30 08 2011,Blast kills two in Karachi's Gulshan-i-Iqbal,0
30 08 2011,"Mirza's tirade unacceptable, says PPP",0
30 08 2011,Cash crisis worsens for power sector,0
01 09 2011,Law and order situation in Karachi is improving: Malik,0
01 09 2011,Pakistan supports revival of Eurasian corridor: Zardari,0
01 09 2011,“I wished that I would return without firing a shot”,0
01 09 2011,Flood situation very worrying: Fehmida Mirza,0
01 09 2011,Eid moon madness,0
01 09 2011,In and out of Pakistan,0
01 09 2011,"Wasan lauds role of police, Rangers in Karachi operation",0
01 09 2011,Three Pakistani soldiers killed in Indian border firing,0
01 09 2011,Gunmen kill seven passengers in lower Kurram,0
01 09 2011,"Pakistan, US struggle to define their relationship",0
01 09 2011,Army claims 80 per cent of Mohmand cleared,0
05 09 2011,"Bilawal urges political parties to ensure transparency, accountability",0
05 09 2011,Govt asks telecom firms to check use of encrypted VPN,0
05 09 2011,Govt intensifies efforts to get MQM back,0
05 09 2011,Al Qaeda’s ‘foreign minister’ captured,0
05 09 2011,Insurgents want to join national politics: Lashkari,0
05 09 2011,Nisar avoids holding PAC meetings,0
05 09 2011,US hails Pakistan’s capture of al Qaeda leader,0
05 09 2011,Arms seized during targeted action,0
05 09 2011,President directs provision of relief to flood affectees,0
05 09 2011,Pakistan at work,0
05 09 2011,Pakistan says senior al Qaeda leader captured,0
05 09 2011,Pakistani tech wiz harnesses internet for the poor,0
05 09 2011,Floods in Sindh kill 136 in a week,0
05 09 2011,"Issue of Karachi violence must be resolved, says CJ",0
05 09 2011,Six killed in road accident near Chiniot,0
05 09 2011,Four killed as groups clash in Karachi,0
05 09 2011,Issues with MQM pinching PPP for 2 years: WikiLeaks,0
06 09 2011,Envoy set free after being held near Osama compound,0
06 09 2011,Test burn at Thar coal gasification project on 19th,0
06 09 2011,TTP sets conditions for freeing 27 youths,0
06 09 2011,Asma against turning SC into ‘Hyde Park’,0
06 09 2011,Doctor who helped CIA barred from leaving Pakistan,0
06 09 2011,US heartened by Pakistan capture of Qaeda figure: Panetta,0
06 09 2011,Sindh governor accepts resignation of Zulfiqar Mirza,0
06 09 2011,Streets flooded as heavy rains hit Karachi,0
06 09 2011,"Torrential rains leave three million affected, says CM Sindh",0
06 09 2011,Seven of a family found killed in Rahim Yar Khan,0
06 09 2011,Pakistan's 46th Defence Day,0
06 09 2011,Strike cripples Indian-administered Kashmir,0
06 09 2011,Ten killed in accident near Umerkot,0
06 09 2011,Karachi killings case: CJ summons Sindh law secretary,0
06 09 2011,University vice principal shot dead in Rawalpindi,0
06 09 2011,PML-N to formulate policy on Mirza’s disclosures,0
06 09 2011,Bulletproof vehicles use on the rise,0
09 09 2011,Gilani calls for capacity building of provinces,0
09 09 2011,IPPs being ‘forced’ to shut plants,0
09 09 2011,New spell of rain in Sindh forecast,0
09 09 2011,Sindh rain calamity left 182 people dead: report,0
09 09 2011,MQM in the way of plot against Pakistan: Altaf,0
09 09 2011,Let’s play gang war!,0
09 09 2011,Chief Justice stresses on redefining national security,0
09 09 2011,Karachi action was taken without discrimination: Malik,0
09 09 2011,Albanian charged in plot to join Pakistani group,0
09 09 2011,Our distorted intellectual discourse,0
09 09 2011,All power to the Khadim-i-Aala,0
09 09 2011,Pakistan warns of plot to free bin Laden's wives,0
09 09 2011,And the operation continues...,0
09 09 2011,PM Gilani abided by law of the land: Kaira,0
09 09 2011,President Zardari leaves for London,0
09 09 2011,'Pakistan views India as the perpetual enemy and the US as an unfaithful ally',0
09 09 2011,Reconciliation key to govt's political philosophy: Firdous,0
09 09 2011,"International powers conspiring to dismember Pakistan, says Altaf",0
09 09 2011,Karachi killings case: IB submits report,0
09 09 2011,Authorities preventing Osama home visits ahead of 9/11,0
09 09 2011,"Doctor, five others contract dengue fever",0
09 09 2011,Karachi — political or military solution?,0
09 09 2011,Karachi horror briefing stuns cabinet,0
11 09 2011,Evacuation ordered as new breaches in dykes add to woes,0
11 09 2011,"Fireworks over Karachi likely in NA, Senate",0
11 09 2011,Moonis in trouble despite PML-Q’s deal with PPP,0
11 09 2011,Muttahida responds to charges,0
11 09 2011,"Rangers raid ST office, seize arms",0
11 09 2011,Sindh in for more ‘trouble’,0
11 09 2011,UN expresses concern over Pakistan floods,0
11 09 2011,"MQM terms ANP terrorist outfit, demands banning it",0
11 09 2011,American missiles kill three in North Waziristan,0
11 09 2011,Jamat-e-Islami members protest in Pakistan on 9/11 anniversary,0
11 09 2011,Monsoon winds to bring heavy showers across lower Sindh,0
11 09 2011,Target killer arrested from New Karachi area: police,0
11 09 2011,"Pakistan says ""severely affected"" by terror",0
11 09 2011,9/11: What it means to us,0
11 09 2011,Licence to use violence,0
11 09 2011,Abbottabad commission visits PAF HQ,0
11 09 2011,Pakistan seeks Bramdagh’s extradition,0
11 09 2011,FIA keen on Mark Siegel’s testimony in Benazir case,0
11 09 2011,Pakistan reaches out to US on 9/11 anniversary,0
13 09 2011,Cloudburst cripples Karachi,0
13 09 2011,Commission visits Osama compound,0
13 09 2011,Four patients die during power breakdown in Karachi,0
13 09 2011,"3,530 confirmed dengue cases",0
13 09 2011,Services chiefs review security situation,0
13 09 2011,"Chaudhry Nisar admits his wife, children are US citizens",0
13 09 2011,US assures Pakistani ambassador of flood relief support,0
13 09 2011,Karachi operation to continue without discrimination: Malik,0
13 09 2011,Country cannot progress unless Karachi is secure: CJ,0
13 09 2011,Zardari appeals for special prayers for flood victims,0
13 09 2011,Sindh flood claims 270 lives,0
13 09 2011,Floods double disaster for children still recovering from last year's devastation: Unicef,0
13 09 2011,"Four children, driver killed in attack on Peshawar school bus",0
13 09 2011,Sindh in distress after unrelenting rain,0
13 09 2011,When it rains it pours!,0
13 09 2011,Blast in lower Dir kills local ANP leader,0
13 09 2011,Heavy rains cripple Karachi city,0
13 09 2011,CJ against judges seeking re-employment after retirement,0
13 09 2011,Top official among four die of dengue,0
13 09 2011,UN assures Pakistan of support,0
13 09 2011,Nineteen-day session of NA ends on opening day,0
15 09 2011,LBOD design blamed for Sindh’s woes,0
15 09 2011,US stiffens opposition to Pak-Iran gas pipeline project,0
15 09 2011,Suicide strike on Lower Dir funeral leaves 26 dead,0
15 09 2011,JSQM chief booked for keeping illegal arms,0
15 09 2011,Differences crop up among Waziristan militant outfits,0
15 09 2011,Government resumes payments to IPPs,0
15 09 2011,Protest over detention of JSQM chief,0
15 09 2011,Abbottabad commission continues its inquiry,0
15 09 2011,"Ebad welcomes ANP, MQM leaders positive statements",0
15 09 2011,Sindh Governor appeals people to assist rain affected,0
15 09 2011,Senior al Qaeda militant killed in US drone strike,0
15 09 2011,Seven suspects of target killings arrested in Karachi,0
15 09 2011,A Pakistani ponders the legacy of 9/11,0
15 09 2011,"Unicef, UNHCR step up flood relief efforts",0
15 09 2011,"Altaf phones Zardari, inquires on his health",0
15 09 2011,The lessons we never learn,0
15 09 2011,The GMG: A history,0
15 09 2011,PM calls for provincial unity to overcome national challenges,0
15 09 2011,The Bodhesar Masjid,0
15 09 2011,Sindh flood victims to be affected with epidemic: NDMA,0
15 09 2011,Pakistan's breadbasket reels from more floods,0
15 09 2011,SC reserves verdict on Karachi violence,0
15 09 2011,"US warning on militants hurts ties, says Pakistan",0
15 09 2011,United efforts needed to provide relief to flood victims: Firdous,0
15 09 2011,US will pursue Pakistan-based militants: Panetta,0
15 09 2011,Major Ayub sacked over wire theft case,0
15 09 2011,Fourth dialogue begins; US to help Pakistan in energy sector,0
15 09 2011,ANP denies militant wing;Altaf claims no room for criminals in party,0
16 09 2011,Kayani lays stress on national interest at Nato meeting,0
16 09 2011,PM calls off US visit amid strained ties,0
16 09 2011,"Pakistan, Afghanistan agree on blueprint for cooperation",0
16 09 2011,SC exceeding limits of suo motu rules: ICJ,0
16 09 2011,Rabbani fears rollback of 18th amendment spirit,0
16 09 2011,Seven militants killed in Kurram clash,0
16 09 2011,Karachi not facing threat of Congo Virus: DCO,0
16 09 2011,Malik discusses Karachi operation with Wali,0
16 09 2011,Cameron discusses flood situation with Gilani,0
16 09 2011,Children worst hit by new flooding disaster,0
16 09 2011,UN steps up aid to flood-hit Sindh,0
16 09 2011,'World ignoring Pakistan’s humanitarian crisis',0
16 09 2011,Agriculture loan waiver announced for flood-hit farmers,0
16 09 2011,Court acquits only arrested in Cotecna case,0
16 09 2011,"Congo virus hit doctor, technician in Quetta",0
16 09 2011,"Govt indifferent to ‘crises’, people’s problems: Nawaz",0
16 09 2011,Home away from home,0
16 09 2011,PM Gilani cancels US visit due to floods,0
16 09 2011,Charity begins at home,0
16 09 2011,No confirmation senior al Qaeda militant dead: Pakistan,0
17 09 2011,US can prove Pakistan’s ties with Haqqanis,0
17 09 2011,Lives of one million children at risk,0
17 09 2011,JSQM chief released on bail,0
17 09 2011,Rain-hit man shot dead at MPA’s factory,0
17 09 2011,"Islamabad, Moscow set sights on new era in relations",0
17 09 2011,Five more die of dengue virus in Lahore,0
17 09 2011,Bashir Qureshi released on bail,0
17 09 2011,Govt not to accept DG FIA’s resignation: Rehman Malik,0
17 09 2011,"Over 300 killed, six million affected in Sindh floods",0
17 09 2011,PM briefed over Sindh flood situation,0
17 09 2011,"Untouched by aid, relief",0
17 09 2011,New province to end sense of deprivation in south Punjab: PM,0
17 09 2011,A heart patient cries out for help,0
17 09 2011,Blast in Khyber; two injured,0
17 09 2011,Death toll in Lower Dir suicide attack rises to 46,0
17 09 2011,Of Halal police and secular brigades,0
17 09 2011,‘Haqqani group no longer has sanctuaries in Pakistan’,0
19 09 2011,Senators criticise govt’s flood response,0
19 09 2011,Zardari sets up cell to monitor relief,0
19 09 2011,Bomb attack in Peshawar claims five lives,0
19 09 2011,Altaf retracts allegations,0
19 09 2011,Court orders curb on sites spreading hatred,0
19 09 2011,Clinton focuses on Haqqani network in talks with Khar,0
19 09 2011,Gilani sets up cell to curb infectious diseases,0
