,Date,SBP Press Release
145,2015-06-03 00:00:00+00:00," 

External Relations Department

 

 

June 3, 2015

State Bank allows Exchange Companies
to collect bills and install Banks’ ATMs

In order to enhance the scope of business of exchange companies, State Bank of
Pakistan has decided to allow exchange companies of ‘A’ category to enter into
agreements with utility companies like WAPDA, KE, PTCL, SSGC etc. for collection of
utility bills in PKR on their behalf.

A copy of the final agreement between a utility company and an exchange
company shall be submitted by the exchange company to the Director, Exchange
Policy Department, State Bank of Pakistan, Karachi for information.

Exchange companies are also allowed to install banks’ ATMs for PKR at their
branches as per the terms and conditions agreed upon between the respective
bank and the exchange company without getting prior approval of the State Bank

of Pakistan.

Page 1
"
146,2001-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2019-101 December 27, 2019

OPENING OF BRANCHES TO FACILITATE THE COLLECTION OF
GOVERNMENT RECEIPTS / DUTIES / TAXES ON DECEMBER 31, 2019

In order to facilitate the collection of Government receipts / duties / taxes, it has
been decided that authorized branches of National Bank of Pakistan (NBP) as well as
field offices of SBP Banking Services Corporation (SBP-BSC) will observe extended
banking hours upto 9:00 P.M. on December 31, 2019 (Tuesday).

Accordingly, NBP branches will settle their transactions with respective SBP-BSC field
offices on the same day i.e. December 31, 2019 for which purpose a special
clearing has been arranged at 7:00 P.M. by the NIFT.

All banks are, therefore, advised to keep their concerned branches open on

December 31, 2019 (Tuesday) till such time that is necessary to facilitate the
special clearing for Government transactions.

Page 1
"
147,2019-06-19 00:00:00+00:00,"°20190°17
be Sb 8877p IFILL LLY Weed S SE Ln tit
LC UISGIUD Hy Kr1 Lab icinietd LIE WE SEL eos &
ts Jobe iPS

 

Se Fir 16L gy IGG GU te LOU fc 2 L Ure Ibs pt SUE Lede
22 sly utiaidyy Ents pe 20196 19 ksi ek Pose Te
GES Z 4811702 F997 142 LB es Sp £20193 Lal nbs 7 20195201216 U9
1.502, AIEIILE bY bei6Lbenl ie obi SCTE bE A ol pes Fo 6 Lut

Lun Gen

Arar SIG www.sbp.org pkttens Seer sorters Esra pt
ME UES 2 SOT Eyre Lae er ec SUEY Lslwww.pakistanbanks.org

2 He ety £8 ber BOT fbi Se E v SE Sule ge

SP et ash A CL AOE EI Ped Woe 3 Lo er PUP LES hee de oF Ledley!
pt Leb nt roe AIF AIL 887 eS A OT SEI

324533454432(space)KHIO001

wf CL ny LS Sle 6S BSS EK bn der Litas sd wet

fbb bu Fr d Lie) sia ob Ie Loe keo twist irr fie but

Ze le bre G15 ae SLI PEA Ser & 8877 GOI MIG be LEP EI Pd EI
CL GHG Le 00esoehee lei” Lutes
"
148,2020-01-01 00:00:00+00:00,"+2020“ 128

SF bused £264 byl brntty

 

Hh TBS MUGGED Ry yp Basel WW Levee th but $8) br058-
£6.00 pb Gait etd EA SLA ELE9. 001M 12420204 31 ie Suet
Utley LEE

Sept UK SA SB BPE Bet Hirsi et 2000/4 319 Se be Sedu Bel sez
wrt AS eda BLE F
"
149,2001-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2017-52 May 25, 2017

BANK HOLIDAY

The State Bank of Pakistan will remain closed for public dealings on May 29, 2017, which will be

observed as “Bank Holiday” for the purpose of deduction of Zakat.

All banks / Development Finance Institutions (DFls) /Microfinance Banks (MFBs) shall, therefore, remain
closed for public dealing on May 29, 2017. However, all employees of the banks / DFls / MFBs will attend

the office on Bank Holiday treating it as normal working day (except for public dealings).

eK KR OK OK KK KK

Page 1
"
150,2001-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2017-119 December 12, 2017

The banking sector has remained sound and stable
in Q3CY17, says the 3"" QPR of the Banking Sector

The Quarterly Performance Review (QPR) of the Banking Sector for the quarter ended 30""
September, 2017, has been released by SBP today. As highlighted in the report, less than normal
seasonal fall in advances along with improved liquidity and strong solvency — well above the
minimum benchmark — are the key highlights of the 3rd quarter of CY17.

Despite the seasonal net retirements in commodity financing and sugar sector, the overall gross
advances (domestic) to private sector have declined marginally; significantly lesser than the
established 3 quarter financing dip. Advances demand from textile and other sectors (agriculture,
automobiles, electronics etc.) have been promising. Noticeably, the share of fixed investment (long-
term) advances in overall advances is persistently rising. Banks have continued to invest in short term
MTBs while investment in PIBs and Sukuk have declined. The deposit mobilization has remained on
track, primarily, on the back of growth in saving and fixed deposits.

Asset quality has improved as Non Performing Loans (NPLs) to gross advances (infection) ratio has
moved down to 9.2 percent as of end September 2017 from 9.3 percent as of end June 2017.
However, profitability has moderated further with the banking sector earning profit (before tax) of
PKR 195.3 billion during Jan-Sep, 2017 (ROA of 1.6 percent and ROE of 19.1 percent). Encouragingly,
Net Interest Income (NII) has improved (Year-on-Year basis) on account of rising interest earned on
advances. Capital Adequacy Ratio of the banking sector at 15.4 percent is well above the minimum
required level of 10.65 percent and advocates that banks have enough buffers available to meet
additional financing need of the market.

The report is accessible at URL: http://www.sbp.org.pk/publications/q_reviews/qpr.htm

FRR RR KK

Page 1
"
151,2002-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2020-103 October 07, 2020

SBP introduces incentive and penalty mechanism for banks to promote housing and
construction financing

 

Building upon its earlier measure of setting mandatory target for banks to extend mortgage loans and
financing for developers and builders, State Bank of Pakistan (SBP) has introduced a mechanism to
incentivize meeting these targets. The mechanism also penalizes the banks for any shortfall in meeting
the target.

According to this mechanism, commencing from December 31, 2020, banks will find an incentive of
maintaining reduced Cash Reserve Requirement (CRR) with SBP, in the next quarter, in case they
achieve or exceed the target of financing for housing and construction of buildings set for the quarter.
The amount of CRR to be maintained for the forthcoming quarter will be reduced by an amount equal
to increase in housing and construction finance from 30‘June 2020 to the end of the relevant quarter.
This incentive, however, will be subject to a ceiling of 1 percent of the total demand and time liabilities
based on which CRR is calculated. Further, the banks shall continue to maintain daily minimum CRR,
which is currently at 3 percent.

Conversely, if the banks fail to meet the target, they will be penalized by requiring to maintain extra
CRR by an amount equal to the shortage from the target. It would be pertinent to mention here that
banks do not earn any return on the amount of CRR maintained. Therefore, a decrease in amount of
CRR works as an incentive for banks, whereas an increase in amount of CRR serves as a penalty for
banks. Further details of the incentive mechanism are provided in the circular issued to banks and
available at: https://www.sbp.org.pk/dmmd/2020/CL3.htm

SBP has been actively working with banks to support finance for the promotion of housing and
construction of building activities in the country. The growth of the housing and construction sector is
vital for the economy, due to its linkages with a number of allied industries and potential for jobs
creation and Pakistan has lower private sector credit to GDP than many comparable countries. In order
to enhance the flow of financing towards this sector, SBP has required banks to achieve mandatory
targets, equivalent to 5 percent of their domestic private sector credit by December 31, 2021, to
finance the housing and construction activities. Accordingly, quarterly targets from December 31, 2020
till December 31, 2021 have been agreed with the banks.

SBP expects that this incentive mechanism, through changes in the CRR structure, will result in banks
increasing their emphasis on housing and construction finance.

SO OR RR RK

Page 1
"
152,2001-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2017-43 April 27, 2017

Bank Holiday

The State Bank of Pakistan will remain closed on May 1, 2017 (Monday) on the occasion of “Labour
Day” as declared by the Government of Pakistan.

ok KK KK KK

Page 1
"
153,1928-08-01 00:00:00+00:00,"£20156 /b18

Sots np sI288.1 Son eX SU Suit UT G1 ISULSL

UE SFL AL yr N5002L  FSIL Ly 1288.7 LU nL UH dT SuiL C2015 $430 duzdedsbuly
wi B42 SLY 2 BSc oh Wah. 3 Lr 218.3 bade Cem ri SUL GL tiaine!57. 8634
Wed 4 11307.6 US Sane 273.4 te BL em ISLE LT

to sl. SEL CLEGG ut LiGb Ls n2d59. SK 4 ULE ML a !150. etd hte xb
Le te BL LS yIIS. 6g EL es Box 850.54 L does! 101S21
See SL See Att Jai OT, Lane uN189e US IG Eb Le at56.2K 34 |

ELA Sth BL YL ids utent ih vein t& Lalle Syste |

SIG Fe 66.6 td end 2.2L BG ety LY Mb 916.364 ee IL bu fiut te xbL
RL SL ds N46. 1 edit eva, 156s LE WLerai 46. 2S
NSE ILI iS. 4glL cu Fb cs BAG ee Le a1 KHL Ln 190.0L 1

Wb 46.96 YL Ll

Ch Lp a 72.3 EL e866 Sete tee Usk Aigoln£ 2015-14 S43e bur
084353 6 Dud dsd Gord 44d 6 eruddd7 5h 6b OT et 8.3L 4 rei 3
Le BBL Ib Lee Serb 35 5 6 Syste IGG foael36. 6L StL eer

Bs DS S426 2014-156 Ge BI

KK
"
154,1928-01-01 00:00:00+00:00,"6201647114

II,
PSP Lp LLL £ ibe Stool

Seiki od | Kt Sel _widiL viet eo Ur vets bi be bei dt ut Ged
Mebilert Ais le VU ESF lb ewe Lo Pl LL Syed yp S KP eS t D6
de BASIICL 28 Mei beSe thee Club ta bier SPU Umer PLL eS turt
KSrke bl LE bh Pg WL Yuiibh Laie Aedes ibe Esse yi SULiialder Sete Sure

Be POLL HAF ne

2001 25UG GUA Bk Le TE Pat Keagbutnutted Suite ib ink ebay
PAF i SCAG GIU AAU et Uy 15a ePIC Gt ea lie iL EL
ee ed L Ged tur ELSI Ls She Seer rinse & a VI PUL PS son

estes PGE A tute WU i Silat suet!

Kl F i Us, IY

tur L VA BL Leable wire Pe Aaz vine ec SRM GDA AG Lio L utd goutl
tS bikes CEST IL NE Spoil sug ggut £ LudiatriL or wi DG Ng SH
oblupalfPeaste§ S5ve rt ELLIE Gia M5 Gig? Gu FWes WEL LE Lt FZL eg
Foyt INA De adsly ond eh Eb Bats i lec sosly Stbvolicieiut Lube Fe yet
SS Tt cder Fs dviaseoterr SL pert tusedials oie tele SibGet,

WPCA Me Ke PSUS SUP nik ee CG thee byrk

SUSE ATL PS Bebe LE SUM PU LLL tll UHI bw
LS SUL A MEGS GH PL AML Fe Sp See ble 2 ABA EW tie tl SUIGG
BOSAL ROE Buh bt SUL el re Ose LAE Pi sb LS
SGP ILL pa EMS ILL PL ULL Fe nt ew ol te O TEE Mek
SUP Ita ener SL bh Crit Sur Bb He LAL yu So EVA oug

Wiis oe

& UL SPIKE USTs e aL LUAU LE ie Seo Molle Stvents Ie bu Leon
eke] MVEA LEL Le Ene Iola wisle tl PHILLIS ESSA oe IE bY Ste tbl sP¥leb
SPALL Pir 5 UNL Sugg G uti SL utes ere SACI GG UA TENS HE tha L
Cu Awad eee A oie < wl Ut Me Sedat Sb Muelle Sed Leib
"
155,2002-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2020-106 October 12, 2020
Trend of Strong Workers' Remittances Continues in September

e Workers’ remittances remained above $2 billion for the fourth consecutive month in
September. They increased to $2.3 billion, 31.2 percent higher than the same month last year
and 9 percent higher than in August.

e Onacumulative basis, remittances rose to a record $ 7.1 billion in Q1-FY21, 31.1 higher than the
same period last year.

e The level of remittances in September was slightly higher than SBP’s projections of $ 2
billion. Efforts under the Pakistan Remittances Initiative (PRI) and the gradual re-opening of
major host destinations such as Middle East, Europe and United States contributed to the
sustained increase in workers’ remittances.

2K

Page 1
"
156,2012-06-19 00:00:00+00:00,"June 19, 2012

Agricultural credit disbursement surges by over
13% to Rs 255.027 bn in first 11 months of FY12

Agricultural credit disbursement by banks surged by 13.11 percent on
year-on-year basis to Rs 255.027 billion in the first eleven months (July-May) of the
current fiscal year (2011-12). In absolute terms, disbursement of credit to the
agriculture sector increased by over Rs 29.566 billion in July-May, 2012 when compared
with total disbursement of Rs 225.461 billion in the same period of the last fiscal year.

Overall credit disbursement by five major commercial banks including Allied Bank
Limited, Habib Bank Limited, MCB Bank Limited, National Bank of Pakistan and United
Bank Limited stood at Rs 132.385 billion in July- May, 2012 compared with Rs 123.100
billion disbursement in July- May, 2011 depicting an increase of Rs 9.285 billion or 7.54
percent.

Zarai Taraqiati Bank Limited, the largest specialized bank, disbursed a total of
Rs 54.174 billion in July- May, 2012, down by 0.34 percent when compared with
Rs 54.359 billion disbursed in the same period of the last fiscal year. Punjab Provincial
Co-operative Bank Limited disbursed Rs 6.826 billion in July- May, 2012 up 38.69
percent when compared with Rs 4.921 billion disbursement in the same period of the
last fiscal year.

Fourteen domestic private banks also loaned a combined amount of Rs 51.678
billion in July- May, 2012 up by 19.96 percent compared with Rs 43.081 billion disbursed
in the same period of the last fiscal year.

Five Microfinance banks including Khushhali Bank Ltd., NRSP Microfinance Bank
Ltd., The First Microfinance Bank Ltd., Pak Oman Microfinance Bank Ltd. and Tameer
Microfinance Bank Ltd. disbursed a total of Rs 9.963 billion in July- May, 2012 period.

It may be pointed out that the State Bank of Pakistan for the first time has given
an indicative target of Rs 12.20 billion to Microfinance banks for disbursement of credit

to agriculture sector during the current fiscal year.
KKK
"
157,2019-06-20 00:00:00+00:00,"SA thy
rs

 

 

 

herb

#2019620

TAI Arak witil

1396 VIHA LBA few ee F ind T Ur Ud = wl Lo ALF yt t201964
sett cise BA Soil pS a6 Sa, nbd LM 6b DoF Loot gr Tag
Ghet LPF PPI bere 2 uuI Fe 18U-Guee»-SZ Mfinancing\S Orbe 47 0G KEL Se OF
F Sid i SL LES lore Bh A 06 SL 2 rol LICL 19
£149.65 HL 20190 201 OT us 93 t-UP Be UHIES Cut VUAT eQ IHL
One TU pi LelbiLe Lite Mee SE MEd

aoe

phos ibe gc CIS DAL QU RL oe Fe Ute tte CGE
Lass San eidt LE Lie tiie ete tie dyn GEE? Ar edce oSred Sax
SG eto! Fe PL bn peti Le Et PEL Mere Fb Lue bald eutectic ty,
2 CI

bys

CSS fad 29 FV A196 SOLU LEE LM 6Le uJ te 9 uleuedue
Serr duende touryatuzg eure ore Sef yee A Sick Wf Ut Bat Saban Salt
SHE Vado SBE ASPEI 2018S L REAR IL OUt 9 Sele uz Se A N13.7Lo 8
UE 2 We ba Se SUP Bit See nls Penk bal Seles Ul dee dure

PEE Uy TEP ACTA ELW Silo HEELS SE MATS 5 Ah sh HL
SF IO A chews Lae bts tL M18. 8520190 10S nF A 110.5 Ut-201 9G AT 85
SFE NL eing Bel dF Lilie BEE PZ theo tyr pe 2 wl hee GTt
we ILS Wi A LEE a SIMO tse w ibe MA eh ogre Bette th

BAY tet iit See Bel Leta Sd Sle Sadequacy eb var SAitiny
LICH AUTO ain Heal we gS See en Apebiee

 

 

1
"
158,2014-10-01 00:00:00+00:00,"22nd October 2014

Mobile Money is a viable channel for masses to access Financial services:
Wathra

Governor State Bank of Pakistan Mr. Ashraf Mahmood Wathra has said that mobile money
landscape has proved a viable channel for the un-served and underserved masses to access
financial services with minimum know-your-customers (K YC) requirements. He expressed these
views while addressing SBP-CGAP-DFID Workshop on Inclusion-Effective Interoperability
held today at a local hotel in Karachi.

Wathra encouraged the industry to develop interoperability solution in the market to catalyze the
take up of mobile wallets, increase choices for the customers, and expand the business of banks.

Governor SBP said that our objectives for financial inclusion are not only to reach out to poor
people, but also to contribute to banking stability and economic development. ‘In SBP’s vision,
‘Payment System’ and ‘Financial Inclusion’ are mutually-reinforcing, and their linkages are
expected to deepen further in future, he said, adding, ‘In line with this vision, digital financial
inclusion is going to be the cornerstone of the National Financial Inclusion Strategy (NFIS) that
is currently in the stage of formulation.’

Wathra stated that Pakistan mobile phone subscribers are almost 140 million. In contrast, the
banking accounts are only 37 million whereas number of borrowers is as low as 6 million. These
statistics indicate that there exist a large “financially-excluded” market, facing difficulties in
buying goods and services, paying utility bills, borrowing and saving, or investing in their future.
Registering this un-served market through mobile wallets should be our key objective.

It is encouraging to see that the branchless banking sector is proving to be a driving force to
penetrate into the unbanked geographies with an agent network of 168,000 agents, 4.2 million m-
wallets and Rs. 1,063 Billion worth of transactions for the last year. Despite the rapid growth, the
BB industry has however not been able to register mobile wallets massively in comparison to the
potential market.

A robust environment of interoperability in branchless banking shall benefit all participants in
the Payments ecosystem. End users, including consumers, merchants, governments, and other
types of enterprises would find it easier to make and accept payments. Providers to these end
users, including banks, networks and other service providers shall capitalize on each other’s
strengths in interoperable systems that they may not be able to achieve with closed loop (or non-
interoperable) systems.
"
159,1932-01-02 00:00:00+00:00,"62019GA28
wh - Ge Lot Hur L Sid Gest

boul 2 Ie SoS Sudan Bip vii dO ius PPL eon
- PP MMi Le ie

SEIS ARLE La SFP Mercere Loi ei ie
ele dubuib ie izSudkol PE Ud Ober Neh Fe U8 U0 Polen Fete
L byte eth LOSE deal STG tL Soe Pet ebeiaizs
be SAipore grt

CIM pont SOWELL tebrs Sept LP rele b Sena Fie
AE Site SUP gi Led Aik ys a BATE iy th
o21-/u#,021-32455387, 021-32455399Us “ud 2.3L facilitation. FX @sbp.org.pk

2 FES Hob Bete i 8£99221015

 
"
160,2008-05-08 00:00:00+00:00,"May 8, 2008
Dr Akhtar announces Reforms Agenda for

Exchange Companies

Dr Shamshad Akhtar, Governor, State Bank of Pakistan has announced the
blueprint of reforms being introduced in the Exchange Company Sector with a
view to (i) define more clearly the objectives and scope of exchange companies,
(ii) well capitalize the sector, and (iii) bring better market discipline through
enhanced transparency, disclosure and strong monitoring and supervision.
However, these measures will be introduced in a manner that promotes long-term
business interests in an effective and well-encompassing regulatory environment
while seeking to avoid potentially adverse near-term impacts on the service levels
of Exchange Companies for general public. This announcement was made by the
Governor during a meeting with the Heads of Exchange Companies held at the
State Bank of Pakistan, Karachi today.

 

Dr Akhtar said that SBP has decided to change its approach from ‘bringing
financial discipline and corporate culture’ to ‘ensuring discipline and maximum
compliance’. In this respect SBP has reviewed the whole regime for exchange
companies with the objective of defining better role and responsibility of exchange
companies. On the enforcement side, the exchange companies should not expect
any leniency. SBP would not spare any company regardless of its market size to
establish the regulatory writ.

She announced that the State Bank is launching the second-phase reforms
for the exchange companies and will issue regulatory guidelines that will set in
motion corporate governance reforms for the exchange companies. A notice
regarding these reforms was issued to exchange companies in the last meeting
chaired by the Governor. “Our intention is to take you (exchange companies)
forward and to promote your businesses provided you abide by rules of business,”
she asserted. She also urged upon the exchange companies to seek mergers &
acquisitions so as to consolidate and strengthen the sector and increase its
efficiency.

While referring to recent speculative trends in the kerb market, Dr
Shamshad Akhtar, Governor, State Bank of Pakistan has directed the exchange
companies to keep dollar-rupee parity differential between the Inter-Bank and
Kerb markets at rational levels, restrain from speculation and to focus on bringing
in home remittances into the country. “This differential should not be beyond
normal trends seen in the past,” she told exchange companies representatives.
"
161,2005-02-01 00:00:00+00:00,"February 1, 2005
AGRICULTURE CREDIT BY BANKS TO REACH RS. 100
BILLION IN FY05

The Agriculture Credit Advisory Committee (ACAC) met at Karachi today under the
Chairmanship of Dr. Ishrat Husain, Governor, State Bank of Pakistan and reviewed the situation
in respect of agriculture credit in the country for July — December, 2004.

The Committee expressed its deep satisfaction that on the basis of the actual results of the
first six months it is most likely that the target for agriculture credit by the banks of Rs. 100
billion originally fixed for 2005-06 will be achieved by June 2005 — one year ahead of its
stipulated date. The banks have already disbursed Rs. 49.1 billion in the first six months against
the year end target of Rs. 85 billion recording an increase of almost 50 percent over the
corresponding period in the previous year. The Committee was gratified that the domestic private
banks had already exceeded their annual target while the big five commercial banks had achieved
63 percent of the target. Together the commercial banks have increased their share to 58 percent
of the total agriculture credit disbursements. It may be recalled that in 1999-2000 the commercial
banks were providing only Rs. 9 billion or 23 percent of the total disbursements to the agriculture
sector. The performance of commercial banks in recovery was also quite impressive as they had
already realized 83 percent of recoverable amounts from the agriculture borrowers.

Subsistence farmers (owning land less than 12.5 acres) received almost 65 percent of the
total agriculture loans followed by economic holding farmers (between 12.5 and 50 acres) whose
share was 20 percent.

The Committee also has begun tracking credit to livestock sector separately from the crop
sector. The disbursements for livestock, poultry and dairy have reached Rs. 4.5 billion or 9
percent of total loans.

Among the uses of credit, fertilizer purchase accounted for 42 percent of all loans in this

six month period. The banks also financed 10,318 tractors during this period.
"
162,1940-02-01 00:00:00+00:00,"22020U27

Leroi igs bud ss :Obrpe AS. kee

 

MESSI LAE Ib Hh Geis or eA Sebi P Lut {si tetret ~
Suit si Su trust Suterede Lule bite nL elite
SALLE SI PON SP pee Mel Me AL Ge Ae Vebuk
2 bb eto * WLW tee Sano les iy tibes Saba heey

ure? eeu Lp Se SU iit UP BE es Site lL Gute Tie
Sef CAE IL 2 NIE Ki Le be Sedat <0 SPP slash

20 $3) 402 1-111-727-2738 ef eb SHOWS 6 lee tf Bee Pt SOW SIO E
ata mtd zepd.helpdesk@sbp.org.pkU® Uite(ut

seo
"
163,2001-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2016-70 July 16, 2016

Governor SBP announces commemorative coin of Rs 50 ina
condolence gathering for late Edhi

Governor State Bank of Pakistan Mr. Ashraf Mahmood Wathra has said SBP would issue a
commemorative coin of Rs. 50 in memory of Mr. Abdul Sattar Edhi as a small token of appreciation to
remember him in the history of Pakistan.

He was addressing to a ‘condolence’ gathering to pay tributes to late Abdul Sattar Edhi today who
served the needy, the orphans, the widows and the destitute by rising above the considerations of
caste, color and creed.

The event was attended by senior management of the bank, son of late Abdul Sattar Edhi Mr. Faisal
Edhi, representatives of financial sector, philanthropists and notables of the society.

Paying tributes to late Abdul Sattar Edhi Governor State Bank said social welfare is no ordinary feat
nor it is impossible to achieve. He said developing countries generally face lack of welfare facilities
and private sector in such countries fills the void. He complemented late Abdul Sattar Edhi for being
among the first ones to come forward for the cause of humanity in the country.

Governor further added, ""though there is no dearth of welfare organizations in this country but late
Edhi stands apart with the rest of organizations as he did not seek elaborate gatherings for fund
raising, rather he depended upon common people of Pakistan for this purpose”. He went on to add
that this approach is symbolic of the philosophy of ‘help yourself’ and understanding pain and
anguish of each other.

Governor recalled that services rendered by Mr. Edhi have been recognized locally as well as
internationally. He felt proud of being a member of Jinnah Society when it conferred upon an award
to Mr. Edhi for his outstanding services. He urged upon the members of financial services, presidents
of commercial banks and other high ranking officials present there to come forward and fully
cooperate with Edhi Foundation and other social welfare organizations under Corporate Social
Responsibility thus enabling them to continue the work of social welfare.

Liaquat Merchant, President, Jinnah Society while recounting services of Edhi Sahab said he was at
the forefront to serve humanity in any eventuality. He added that late Edhi was legend in his life time
and perhaps people like him born in 100 years time.

Chairman, Pakistan Banks Association, Mr. Aftab Manzoor called late Edhi as the greatest
humanitarian and beacon of hope in face of every distress and calamity. He prayed Allah to grant him
the highest place in Jannah.

At the end, son of late Abdul Sattar Edhi, Mr. Faisal Edhi said though Edhi Sahab has gone but his
memories and mission is with us. He said the love extended by people from everywhere to us this
time has no example and prayed that this love and prayers remain with them for the successful
achievement of the mission of Edhi Sahab.

Mr. Faisal Edhi recounted that recently Sikhs, Christians, Hindus as well as Muslims belonging to
various sects were present at the residence/office of late Edhi and all of them prayed together for his
magfirat and success of his mission and said that after seeing them | am sure that his mission cannot
be stopped.

 

 

Page 1
"
164,2011-05-08 00:00:00+00:00,"20120512423

LANA Perr LI
eu S bred ley hut?

 

weole Lo Crete tz up ah told Shed (FY1ID edb
~e Stews Sal aay < af in Sy Cage SS

PE Eide 6 pL ehh it Bok He F 2011 5-8 Be ein,
£20116 X Gua) gh Be Yond hae f 2011 SEAS B Hote BE 66.96
~ FF 6a 110f26,454 ALE ods 5 LE

SFG 420.26 ALL to1ud3 an fAEAWRTOB) feet Pte Se Vy tery,
28306 Fert rt apie siStned Ge ot5, 968 ALE ads Bedi SAE
-vt Ve SoA 14893 I

ee Bio RpeP 020 rk Sf 2011 5 F AL eae,
leat AG 9,948 tt AL LE Sie oS ML eS VEAL
Ut G/F Reh oF RTOB Fe &8,905

ea alo (Aida Ded es 91 4 pon Gf 2011 ce te sags
40.05 ALi Woiuds.22 eS ride we Vu teuy FRE 5 409 KA SHIboit
bet be GEL eG Le of383 ALE ods 3d f Ann FGF
59. Bae Aha SUL shades pd) Air 6 EES EAA SISA e1/9, 558 edt
se. Qld

f-Wndlol84 88 A A SiC CLL ol Be lols Shit WL 2uy,
ep hyi ue itl Hs
wo a Shs F ir Geel 19 Bedbugd. 22 CFE IL IW Roig Katee
dF bales. 651 AA th eS at

PEK bod. 82 bE fedigxe i (RIGS) A A AL eu,
6 HZ LIE Fest 530.47 FL. oie 4d SA. BEE 89,263
So HE 23k LP PH (Le Pua E Ut LU y JL ae SIL; pike ML adhe
Nee) 18D 6121422894861 Soot AL eri
"
165,2002-02-01 00:00:00+00:00," 

External Relations Department

 

 

ERD/M&PRD/PR/01/2020-07 January 11, 2020

Statement on Keynote address by Governor SBP, Dr Reza Baqir at Pakistan Banking Awards 2019

 

The Governor State Bank of Pakistan, Dr. Reza Baqir while giving his keynote address, shared his views
in three areas: the outlook for Pakistan’s economy, areas where banks are doing well, and finally areas
where banks need to do more.

On the outlook for the economy the Governor emphasized that economic policies are addressing
previously accumulated external and fiscal sector imbalances. On the external side, he noted that
imbalances had arisen in the past because a fixed and overvalued exchange rate had widened the
current account to a historically unprecedented monthly deficit of about $2 billion. To address this
external imbalance, exchange rate flexibility and the shift to a market-based exchange rate system in
May 2019 had significantly reduced the current account deficit and led to a notable improvement in FX
reserves, net of borrowing. The Governor drew attention to the fact that Pakistan’s
history demonstrated that low and falling levels of reserves had been the leading cause of
Pakistan’s repeated need to seek financial assistance from international financial institutions and
therefore the best way to avoid such developments in the future was to build and preserve the
country’s reserves. Dr. Baqir noted that preserving the policies of a market-based exchange rate
system and zero lending of the State Bank to the government would help preserve reserves and
therefore strengthen the country’s financial sovereignty. Regarding fiscal imbalances, the Governor
opined that the government had recently demonstrated significant improvement in revenue collection
and was on course to reverse the trend of a growing primary fiscal deficit which would improve the
sovereign’s credit worthiness. The Governor noted that inflation had risen due to depreciation of the
rupee, increases in utility prices and one-off factors related to temporary food supply chain
disruptions. He expressed his confidence that monetary policy was appropriate to bring inflation
down in the coming months and noted that real interest rates were in line with other emerging
market markets and Pakistan’s history.

The Governor observed that there was growing recognition that economic policies are being
successful in addressing previously accumulated imbalances and as a result the outlook for the real
economy was beginning to improve. In this context he observed that due to the deprecation of the
exchange rate, Pakistan’s exports had become competitive viz a viz Pakistan’s competitors which
strengthened the outlook for the export sector. He also pointed to the significant increase in
government development spending outlays which were expected to feed into real activity in
construction and allied sectors in the coming months. Finally, he noted that the business confidence
surveys conducted by IBA and available on the SBP’s web site had shown that after a number of
months of decline, businessmen’s confidence was beginning to improve.

Turning to the performance of the banking sector, Dr. Reza Baqir said that it was encouraging that the
industry’s Capital Adequacy Ratio (17.1%), Leverage Ratio (4.9%), Liquidity Coverage Ratio (170%) and
Net Stable Funding Ratio (150%) are all better than local and international minimum benchmarks.

 
"
166,2012-01-03 00:00:00+00:00,"#2012 W729
¢2012-13 0 -Shd_ he eet
at PihigAre WE

 

wie tre WAKA NE £62011 HEIs vetted
MS, ed Ci Bt STIG Pe Gb eh th G et 6 ee td Ee
Ashe tei Edu ill ber treo FG de ty Bad hats
tiie)
Age £02012-13 0h AL -2012Y229 Cst:10 Be $5 LILI SSL Rect
MAES titre ACS col wi hab artwt used LLM

aS .

i 4 4 \- + a A 2 ys .
LPB EAE Sli edID BEF he MEG LS EA tore tty

®

a_i

WN Leet Se ee iA SAek ol 02011-1200 Se a pt
ee “pre bee BLCAL, j=

(

wRY
"
