,Date,SBP Press Release
780,2014-01-31 00:00:00+00:00,"January 31, 2014

State Bank issues guidelines
for uniform cheque printing standard

State Bank of Pakistan has decided to implement a uniform standard for cheque printing across
the banking industry in Pakistan and prescribed guidelines relating to the layout of cheques. June
30, 2014 has been set as the deadline for implementation of the standard.

In a circular, SBP has advised all banks and financial institutions to arrange new cheque books as
per the new standard upon the exhaustion of existing stock or by the deadline, whichever comes
earlier, and to issue only the new standardized cheque books after the said date.

Banks and financial institutions have further been directed to ensure that clearing stamps are
affixed on the reverse side of the cheque, not on the obverse, so that no material part of the
cheque is defaced. SBP advised banks to ensure that the size of stamp is in accordance with the
requirements of new standards.

The circular advises the banks and financial institutions to take all possible steps for creating
awareness and educating their customers and staff about the new standards and instructions, and
encourage their customers to replace their old unused stock of cheque with new standardized
cheque books.

The new cheque layout standards have been developed after extensive consultations with the
relevant stakeholders and are based on international standards.
"
781,2014-01-29 00:00:00+00:00,"January 28, 2014

SBP Deputy Governor emphasizes the need for strengthening

Corporate Governance in Microfinance sector

Mr. Saeed Ahmad, Deputy Governor State Bank of Pakistan, while speaking at the launching
ceremony of Microfinance Corporate Governance Training Program at a local hotel in Karachi,
said that microfinance sector has witnessed remarkable growth during past few years. He said
that the growth and development of Pakistan’s microfinance sector was attributable to the

visionary leadership and ownership at the highest level at the SBP.

He reminisced that the journey started in 2000 to promote access to finance by creating a new
class of banks dedicated to provision of financial services to the poor and low-income segments
of our society. He said that the same vision has been consistently pursued by successive
leaderships at SBP. The legal and regulatory framework of Pakistani microfinance was built on
the strong foundations and strategic direction by State Bank’s leadership which is internationally
acclaimed today.

He said that building on this strong leadership legacy, the current SBP leadership was deeply
committed to take the agenda of ‘access to finance’ to the next level. Mr. Ahmad said that
strengthening of governance structures of microfinance providers was critical to achieving scale
and institutional development by addressing key challenges. He added that the sector had
become complex and diversified, seeing new types of players such as telecom companies,
insurance companies and commercial banks entering the market.

According to the Deputy Governor the landscape in terms of funding for the sector was also
changing and the ability of institutions to access commercial funds was increasingly gaining
importance. He said that the core objectives of a strong corporate governance structure should
"
782,2015-08-20 00:00:00+00:00," 

External Relations Department

 

 

August 20, 2015

World Bank Country Director meets SBP Acting Governor to strengthen cooperation
on financial inclusion

The World Bank Country Director for Pakistan, Mr. Rachid Benmassoud, called on Governor (Acting)
State Bank of Pakistan, Mr. Saeed Ahmad, to enhance collaboration under ongoing projects for
implementation of the National Financial Inclusion Strategy and explore new opportunities for
strengthening of the banking sector.

Mr. Saeed Ahmad highlighted the fact that financial inclusion has been recently elevated to global
development agenda due to its significance for improving livelihoods and its prevalence across the
world. Evidence suggests that countries with a clear financial inclusion strategy achieved better
results as compared to those which have no strategy. He pointed out that financial inclusion is very
important for Pakistan as it is critical for poverty alleviation and attaining financial stability. He
conveyed his appreciation for creating the environment for mutual collaboration.

Mr. Rachid Benmassoud said that the World Bank valued its partnership with SBP for universal
financial inclusion in Pakistan and the partnership has been recently acknowledged even at the World
Bank’s Board level. He shared that the World Bank has been working on a Country Support Paper
(CSP) which will provide technical assistance for implementation of the recently adopted National
Financial Inclusion Strategy (NFIS) to promote universal financial inclusion in the country.

The State Bank launched Pakistan’s first ever ‘National Financial Inclusion Strategy (NFIS)’ at a public
event which was chaired by Finance Minister, Senator Muhammad Ishaq Dar on 22"" May 2015 at
Islamabad. The strategy was developed in collaboration with the World Bank and through an
elaborate consultative process with all stakeholders. The strategy has been instrumental in creating a
common national vision for universal financial inclusion in Pakistan and will inform all stakeholders
about their respective roles and responsibilities towards achieving the national targets for financial
inclusion. A high level NFIS Council which is chaired by the Federal Finance Minister, and Governor
SBP, Chairmen of SECP, FBR, PTA and Provincial Finance Secretaries as members, will oversee its
implementation. The NFIS Steering Committee which is chaired by SBP Governor with high-level
technical representation from the relevant public and private sector stakeholders will implement the
Strategy under the guidance of the NFIS Council with support from various technical committees. The
WB and SBP also exchanged views on technical assistance for banking sector, including Enterprise
Risk Management, and other sectors of the economy.

Page 1
"
783,2015-06-23 00:00:00+00:00," 

External Relations Department

 

 

June 23, 2015
SBP to Facilitate General Public in Obtaining Fresh Currency Notes during Ramazan

In line with its tradition, the State Bank of Pakistan (SBP) will utilize the large branch
network of commercial banks all over the country and the sixteen field offices of SBP
Banking Services Corporation (Bank) for distribution of fresh currency notes to the general
public to meet their needs for Eid-ul-Fitr celebrations. The currency notes will be issued as

per following schedule:

a) SBP BSC field offices will start issuance of fresh notes w.e.from 25°"" June
2015 through their counters till the last working day before Eid-ul-Fitr ;

b) Issuance of fresh notes as per quota to general public through 150 branches of
commercial banks designated as “Select Branch” in major cities as express
centres for issuance of fresh notes under the supervision of the officials of SBP
BSC. In addition to this special quota for fresh notes has also been issued to all
commercial banks for provision of fresh notes to their regular clients. The
branches of commercial banks/MFBs will start issuing fresh currency notes
w.e.from 2""¢ July, 2015 to the visiting general public and its account
holders/Corporate Clients.

Under these arrangements one packet each of Rs. 10/- Rs. 20/- and Rs. 50/- will be
issued to each member of general public while, fresh notes of Rs. 100/- will be issued as per
stock availability. For obtaining fresh currency notes, the general public would be required to
show their original Computerized National Identity Card/ Smart Card at bank’s counter and

each member of public will be entertained once.

A Help Desk at SBP BSC has also been established to address public complaints at
021-32455470. The Public can also lodge complaint through e email at:
freshnotes@sbp.org.pk. SBP BSC has also put in place a strict monitoring mechanism to seek
compliance of its instructions and penalizing the banks for any violations regarding issuance

of fresh currency notes to the general public.

fe 2 2 oe 2 2 i ok 2 2 of ak 24 2K 2 ak 2k 2

Page 1
"
784,2015-01-02 00:00:00+00:00," 

External Relations Department

 

 

January 2, 2015
IBA-SBP Consumer Confidence Survey - SBP inks agreement with IBA

The signing Ceremony of Consumer Confidence Survey between State Bank of Pakistan and Institute
of Business Administration (IBA) was held at the State Bank of Pakistan, Karachi today. Governor State
Bank Mr. Ashraf Mahmood Wathra and Director Institute of Business Administration (IBA) Dr Ishrat
Hussain oversaw the signing of the agreement on behalf of their respective organizations.

It may be recalled here that in January 2012, SBP inaugurated the Centre for Survey Research (CSR),
in collaboration with the IBA. This inauguration was followed by the launch in Jan 2014 of a dynamic
web portal [http://dsqx.sbp.org.pk/ccs/index.php] at SBP’s website containing the necessary
information on the survey and the latest data. In this centre the teams from IBA and SBP meet every
other month to collect data on households’ views about various economic propositions.

Shedding light on the importance of the project for SBP and its stakeholders, the Governor stated
that consumer confidence and inflation expectations reflect the confidence of households in the
economy which in turn reflect the state of the economy.”The expectations regarding inflation,
interest rate, stock prices, and employment are important for policy formulation, which explains why
many developed and developing countries are using consumer surveys for policymaking and research
purposes,” he added.

Referring to the flagship Annual, Quarterly Reports and Monetary Policy Statements, the Governor
said “Increased attention to these concept developed therein reflect the maturing of the consumer
confidence project.” The Governor also acknowledged the value addition to the understanding of
inflation in the country by the development of Administered Price Index (API) by the Pakistan Bureau
of Statistics (PBS).

It is worthwhile to mention here that scientific and dependable evidence on the expectations channel
in Pakistan has been rare. Being the Central Bank the SBP enhanced efforts to collect information on
these expectations, in order to undertake meaningful research, which is well-supported by the first-
hand knowledge of the prevailing situation in the country. Important results are available on CCS
web portal in the working paper by Abbas, Beg and Choudhary (2014), ‘Inflation Expectations and
Economic Perceptions in a Developing Country.

The Governor also spoke on the choice of IBA as partner in this project and said that SBP wanted to
partner with a reputable institution to ensure and address any possible Central Bank bias. “I am glad
that we were able to collaborate with a reputable public institution like the IBA in the
accomplishment of this task,” said the Governor adding, “Today we will further solemnize this
partnership.”

Dr. Ishrat Hussain, Director IBA, in his address said that the renewed partnership between SBP and
IBA showed that IBA’s team was able to deliver the project up to the standard required by the Central
Bank. He said that in a country like Pakistan project completion is a novelty because there is general
lack of know-how about successful ‘implementation’ of projects. He said that this project is also a
good example of an educational institution meeting the demands of a policy-making organization,

Page 1
"
785,2015-08-25 00:00:00+00:00," 

External Relations Department

 

 

25 August, 2015

SBP remains vigilant of foreign exchange market

The State Bank of Pakistan is cognizant of the global developments related to markets and is keenly
observing its impact on the domestic economy as well. Yesterday, financial markets across the globe
witnessed turbulence and the panic was most visible in the stock markets.

Earlier, the foreign exchange markets also had their share in this global turmoil. Since the start of
devaluation of Chinese Yuan on 11™ August 2015, currency depreciation around the globe,
particularly in the developing countries has accelerated. Many of these countries have allowed their
currencies to depreciate primarily to maintain their trade competitiveness against China. Pakistan is
also part of the global economies and cannot remain immune to the developments around the globe.
This fact raised expectations about a possible impact on the domestic economy and a downward
movement of the exchange rate. As a result, on 24"" August 2015, Pak Rupee depreciated against the
US Dollar to close at Rs.104.50. This translates into a single day movement of the currency by 2.4
percent and a cumulative depreciation of 2.6% percent since the beginning of this fiscal year.

It is important to realize that this positioning is driven by international currency movements and not
due to any weakness in the domestic economy. The macroeconomic stability achieved through
sustained improvements in economic fundamentals is very much intact and these recent
developments do not pose any serious challenge to it. Our external sector is robust and reserves are
at historically high level.

SBP believes that Pak Rupee will remain stable, going forward, and may even strengthen depending
on the relative movement of international currencies. Nevertheless, it is keenly watching the
international economic developments and its impact on our domestic economy. It is also watching
the rent seekers who tend to take advantage of such situations and cause damage to the economy by
their speculative activities. SBP stands ready to take any measure to ensure stability in the markets
and will deal with such unscrupulous elements with strong measures.

Deo RK

Page 1
"
786,2015-07-16 00:00:00+00:00," 

External Relations Department

 

 

July 16, 2015

SBP Releases its Third Quarterly Report for FY15 on the State of the Economy

State Bank of Pakistan has submitted the third quarterly report of the Central Board of Directors to the Parliament.
According to SBP Report on the State of Economy, the third quarter of FY15 ended with a visible improvement in the
country’s macroeconomic environment. External sector improved considerably: (a) the current account, benefiting
from a robust growth in workers’ remittances, higher inflows under Coalition Support Fund, and a sharp reduction in
oil prices, posted a notable surplus in Q3-FY15; and (b) the SBP’s liquid FX reserves more than doubled the level seen
a year ago, enough to finance three months of the country’s import bill.

The resulting stability in the exchange rate, together with the government decision to pass-on the benefit of fall in
international oil prices to domestic consumers and the prudent monetary management, not only pushed YoY CPI
inflation down to a decade’s low, but also eased inflation expectations as shown by IBA-SBP’s Consumer Confidence
Survey. The reduction in inflation is broad-based: all measures of core inflation (non-food-non-energy, trimmed, and
Relatively Stable Component of CPI) posted noticeable declines during the period of analysis.

The Report added that the budget deficit during Jul-Mar FY15 slightly narrowed to 3.8 percent of GDP, compared
with 3.9 percent in the same period last year. FBR tax collections grew by 12.7 percent during Jul-Mar FY15, which
were well below the 17.9 percent growth recorded in Jul-Mar FY14. Unlike the revenue side, the government efforts
to control spending supported fiscal consolidation. Overall expenditures grew by 8.3 percent during Jul-Mar FY15,
against 8.7 percent in the same period FY14. It is also encouraging to note that lower growth in expenditures was
not at the expense of development spending, which grew by over 20 percent YoY during the review period.

According to the Report, the financing of budget deficit indicates that the government did not resort to inflationary
borrowing from SBP; instead, it retired a huge sum of Rs 674.4 billion (on cash basis) during Jul-Mar FY15. As a
result, the government was not only able to contain its borrowing from SBP within the IMF ceiling for end-Mar 2015,
but also met the limit of zero quarterly borrowing prescribed in the SBP Act, 1956.

With these improvements, the policy focus is gradually moving from stabilization to economic growth. SBP has
already initiated monetary easing to support economic activity by cutting its policy rate to a historic low. This policy
reversal is likely to support credit to the private sector, which grew by only 5.5 percent during Jul-Mar FY15,
compared with 10.0 percent during the same period last year. Investment, which has been a key concern for
economic growth in recent years, is likely to benefit from monetary easing and planned investment under the China-
Pakistan Economic Corridor.

The Report also noted that the real GDP grew by 4.24 percent in FY15. Though it was the highest since FY08, it fell
short of 5.1 percent target for the year, as most of the challenges to economic activity continued to persist.
Agriculture sector posted a slightly higher growth (2.9 percent) in FY15, compared with 2.7 percent in FY14. Large
scale manufacturing (LSM) grew by 2.5 percent during Jul-Mar FY15, compared with the 4.6 percent growth during
the same period last year. Despite relatively low growth in commodity producing sectors (agriculture and industry),
services managed to grow by 5.0 percent in FY15, which was higher than 4.4 percent of last year.

 

 

Page 1
"
787,2015-09-11 00:00:00+00:00," 

External Relations Department

 

 

10"" September, 2015

Workers’ remittances rise 5.4% to US $3.1 billion in the first two months of FY16

Overseas Pakistani workers remitted US $ 3190.67 million in the first two months (July to
August) of FY16, showing a growth of 5.42% compared with US $ 3026.63 million received
during the same period in the preceding year.

During August 2015, the inflow of worker’s remittances amounted to US $1527.06 million,
which is 8.21% higher than July 2015 and 13.04% higher than August 2014. The country wise
details for the month of August 2015 show that inflows from Saudi Arabia, UAE, USA, UK,
GCC countries (including Bahrain, Kuwait, Qatar and Oman) and EU countries amounted to
US $483.29 million, US $319.15 million, US $199.57 million, US $206.29 million, US $193.75
million and US $27.75 million respectively compared with the inflow of US $396.9 million, US
$286.69 million, US $212.94 million, US $176.19 million, US $153.85 million and US $33.33
million respectively in August 2014. Remittances received from Norway, Switzerland,
Australia, Canada, Japan and other countries during August 2015 amounted to US $97.26
million together as against US $90.96 million received in August 2014.

RK

Page 1
"
788,2015-02-24 00:00:00+00:00,"External Relations Department

 

 

February 24, 2015

Press Release

SBP plans to revisit its Interest Rate Corridor

In order to further strengthen the transmission of monetary policy and have the desired effect on
term structure of Interest Rate, the State Bank of Pakistan is reviewing its interest rate corridor
framework. According to the SBP, a main feature of this planned improvement is the introduction of
‘SBP Target Rate’ for the money market overnight repo rate. ‘This rate will be in addition to SBP
Reverse Repo Rate (ceiling rate) and the SBP Repo Rate (floor rate) of the corridor,’ says the SBP.
Moreover, this rate will be specified within the corridor — lower than ceiling rate and higher than floor
rate. In this context a proposal will be submitted to the Advisory Committee on Monetary Policy
(ACMP) in its March 2015 meeting, for review and its recommendations to the SBP Board. Later on,
the SBP Board of Directors will make a final decision about needed improvements in interest rate
corridor in its March 2015 meeting. More details of the proposed plan are available on SBP website at
the following link: http://www.sbp.org.pk/dmmd/interestRateCorridor.pdf

Page 1
"
789,2015-01-26 00:00:00+00:00," 

External Relations Department

 

 

January 26, 2015
Press Release

GOVERNOR STATE BANK ASK BANKS TO ENSURE OPERATIONAL EFFICIENCY

Governor State Bank Mr. Ashraf Mahmood Wathra has stressed upon the banks to focus on private
sector lending and deposit mobilization. In this context he said that the average spread of all banks
continue to remain high and should be reasonably rationalized. “SBP shall review the position by the end
of June 2015 and may take regulatory measures to lower the spread,” he added.

He was addressing a meeting of Presidents/CEOs of all commercial Banks and DFls at SBP Head office in
Karachi today. The Governor took stock of operational activities and performance and issued important
directives to enhance the efficiency of banks.

Discussing the condition of Islamic Banks and its profitability, Governor highlighted that Islamic banks
should reward their customers appropriately in line with their surging profits. “Banks were advised to
come up with their own solutions or the SBP will apply Shariah compliant measures to address the issue,”
he instructed.

Mr. Ashraf Wathra told the banks to improve their foreign exchange related services for the small
customers. ”The staff needs to be appropriately trained, and products developed to assist public in the
easy execution of their genuine foreign exchange transactions such as fees or medical expenses,” he
observed. He advised that all possible measures should be taken at institutional level to improve the
quality of services. He said that SBP will also review its foreign exchange circulars to facilitate the banks in
this regard.

Urging the banks to realize the efforts required for maintaining foreign exchange reserves, the Governor
emphasized that banks should discourage import of non-essential items by reviewing their internal credit
policies. On the other hand, he directed the banks to facilitate the exporters to the maximum to promote
growth in exports and thus the economy. He was also critical of the banks for inefficiencies of their
overseas offices. “SBP has been receiving requests from different banks to have their representation
overseas but on the contrary, performance of existing representative offices is not productive.
Therefore, instead of having overseas offices, banks should perhaps consider subsidiaries in foreign
markets as “exchange companies” which may further help home remittances as well,” he elaborated.

Talking about the IT security management, the Governor State Bank stated that banks must strengthen
their back up support and improve security measures. He also pointed out towards the need to improve
capacity of bank staff to upscale their service standards and run banking operations. He offered that
banks could be facilitated by the National Institute of Banking and Finance (NIBAF) and Institute of
Bankers (IBP) to train the human resources at different levels. The Governor added that branchless
banking agents also need to be trained.

The Governor advised the banks to improve the functioning of their ATMs as unavailability of ATM
services is akin to going to a bank branch counter which doesn’t have cash. The banks were advised to
ensure round the clock services of their ATMs for the public.

 

 

Page 1
"
790,2015-03-11 00:00:00+00:00," 

External Relations Department

 

 

March 11, 2015

Standing committee on Finance, Economic Affairs, Statistics and Privatization approves Draft Credit
Bureaus Act, 2015

The Standing Committee of the Parliament on Finance, Economic Affairs, Statistics and Privatization
recently held a meeting for deliberation on the Draft Credit Bureaus Act, 2015 in order to provide for
the incorporation, functioning and regulation of credit bureaus in private sector.

Mr. Saeed Ahmed, Deputy Governor State Bank of Pakistan, briefed the committee about the
contents of the proposed law and submitted comparison of main clauses of ten other countries, as
advised earlier by the Committee.

After detailed deliberations, a sun set clause has been inserted in the draft law to oust the eCIB of
State Bank of Pakistan and Section 33 regarding dispute resolution amended. Further, the State Bank
of Pakistan has been empowered to prescribe the amount of paid up capital as in case of banks, micro
finance banks, payment system operators, exchange companies etc. under the relevant laws. The
Deputy Governor assured the committee that the powers sought in the Draft Act will be exercised in
a highly professional and prudent manner.

The Standing Committee after reviewing the requisite changes approved the Draft Credit Bureaus Act,
2015. Going forward, the Government of Pakistan and the State Bank of Pakistan will prepare Rules
and Regulations respectively and will submit the same before the Committee.

Page 1
"
791,2015-06-12 00:00:00+00:00," 

External Relations Department

 

 

June 12, 2015

Wathra for active role of SAARCFINANCE for
promoting collective welfare in the region

Mr. Ashraf Mahmood Wathra Governor State Bank of Pakistan and Chairman
SAARCFINANCE has said that the philosophy behind cooperation among the member central
banks is to promote collective welfare in the region. “In this context, the SAARCFINANCE
network can play an important role in promoting cooperation amongst the member countries,”
he added.

He was addressing 30"" SAARCFINANCE Group Meeting held on June 12, 2015 at Dhaka
which was hosted by Bangladesh Bank. The Meeting was attended by SAARC central bank
governors and finance secretaries.

In his opening remarks, Mr. Ashraf Mahmood Wathra thanked all the members for entrusting
SBP to lead the Group. He also thanked Dr. Atiur Rahman, Governor Bangladesh Bank, and
his team for the hospitality and excellent arrangements made for the Meeting. Mr. Wathra also
highlighted some of the initiatives undertaken by the Network which included; the availability
of short-term liquidity facility for member countries under the SAARC; the capacity building
programs under the Scholarship Scheme; the exchange of knowledge on issues of mutual
interest through SAARCFINANCE Portal; the creation of a regional database; and the
collaborative research studies.

The Opening Session was followed by the business session. The major issues deliberated upon
during the meeting included; SAARCFINANCE database-way forward; modalities for
collaborative research studies by SAARCFINANCE member countries; proposal for
identifying areas of regional cooperation and integration, which would eventually act as the
roadmap for SAARCFINANCE; SAARCFINANCE database and way forward; inviting the
Chairperson of SAARC Payment Council in the regional SAARCFINANCE Group Meetings
to present the progress report of SPC activities; and new proposals from the member countries
to hold seminars or other activities under the aegis of SAARCFINANCE. Mr. Wathra also
empathized upon member countries to take more initiatives and identify areas where
cooperation can be deepened further.

Page 1
"
792,2015-05-15 00:00:00+00:00," 

External Relations Department

 

 

May 15, 2015

SBP Releases its Second Quarterly Report for FY15 on the State of the Economy

‘After facing some difficulties in the initial months of the fiscal year, the economy ended the first half
of FY15 with some positive developments,’ says the second quarterly report of the Central Board of
Directors of the State Bank of Pakistan presented to the Parliament today. These positive
developments include a decade low inflation; contained budget deficit along with its improved
financing mix; comfort in balance of payments mainly on the back of sharp decline in global oil prices;
increase in forex reserves; and stability in the exchange rate.

However, the report comments that the persistent structural weaknesses, particularly energy
shortages, low FDI, losses of PSEs, and low tax-to-GDP ratio still continue to take a toll on the
country’s overall economic performance. ‘In order to address these issues and to put the economy
on a higher growth trajectory, bold policy measures along with better overall governance are
inevitable,’ the report concludes. The report presents a detailed analysis of various sectors of the
economy, with some the key observations as follows.

Preliminary information about the real sector suggests a mixed picture of the economy. Prospects of
a better wheat crop, and some improvement in minor crops, are likely to offset the performance of
cotton and sugarcane. However, farmers’ income may be adversely affected by higher input cost
(especially fertilizer), and the decline in output prices of cash crops. On the other hand, the industrial
sector is struggling with energy issues, as shown by a modest growth of 2.3 percent in the large-scale
manufacturing. Within services sector, it seems challenging for some sub-sectors (like wholesale and
retail trade) to achieve their target growth rate, while others (like banking) can perform well.

The commercial banks aggressively participated in primary auctions of longer-term securities as they
anticipated a cut in the policy rate and also took advantage of the healthy term premium on PIBs.
The government also accepted huge sums in these auctions to lengthen the maturity profile of its
debt, and to substitute some of its borrowings from SBP. This enabled the government to contain its
borrowing from SBP within the ceiling agreed with the IMF, and meet the limit of zero quarterly net
borrowing from the central bank.

On the policy front, low inflationary outlook allowed the central bank to reduce interest rate in
successive monetary policy announcements from November 2014 onward. The SBP has, so far,
reduced the policy rate to a decade low of 8.0 percent. SBP supplemented its policy decisions with
increased OMO injections during this period.

In terms of the country’s fiscal performance, the budget deficit as percent of GDP was 2.2 percent in
the first half of the year — slightly higher than the last year’s level. The government (federal and
provincial combined) was able to contain expenditures growth to only 4.8 percent during this period,
compared with 10.7 percent in the same period a year earlier. Encouragingly, current expenditures
were controlled, while development expenditures showed a robust growth. The financing mix of the
budget deficit also improved with higher availability of external resources and less pressure on
banking system.

 

 

Page 1
"
793,2015-03-10 00:00:00+00:00," 

External Relations Department

 

March 10, 2015

Workers’ remittances rise 14.6% to $11.75 billion in the first eight months of FY15

Overseas Pakistani workers remitted $11, 750.50 million in first eight months (July to

February) of FY15, showing an impressive growth of 14.6 percent compared with $10, 248.17
million received during the same period of FY14.

During February 2015, the inflow of worker’s remittances amounted to $1,391.69 million,
which is 1.06% higher than January 2015 and 15.04% higher than February 2014. The country
wise details for the month of February 2015 shows that inflows from Saudi Arabia, UAE, USA,
UK, GCC countries (including Bahrain, Kuwait, Qatar and Oman) and EU countries amounted
to $453.40 million, $316.51 million, $179.03 million, $167.42 million, $166.26 million and
$23.99 million respectively compared with the inflow of $368.76 million, $240.38 million,
$184.60 million, $156.23 million, $144.92 million and $32.79 million respectively in February
2014. Remittances received from Norway, Switzerland, Australia, Canada, Japan and other
countries during February 2015 amounted to $85.08 million together as against $82.09
million received in February 2014.

Page 1
"
794,2015-10-19 00:00:00+00:00," 

External Relations Department

 

 

October 19, 2015

Demonetization of All Old Design Banknotes

 

As per Federal Government’s Gazette Notification dated 4"" June, 2015, the old design banknotes will
cease to be legal tender with effect from 1'December 2016. Therefore, it has now been decided to
phase out all remaining old design banknotes of Rs 10, 50, 100 & 1000. The Rs 5 banknote and the old
design Rs 500 banknote have already been demonetized.

It is worth mentioning that the State Bank of Pakistan issued a new design banknote series which
started with the issuance of Rs 20 denomination banknote in 2005 to improve the security, durability
and aesthetic quality of banknotes. The process of issuance of complete series of new design
banknotes comprising eight denominations (Rs 5, 10, 20, 50, 100, 500, 1000 and 5000) was
completed in 2008.

The commercial/microfinance banks will accept the old design banknotes of Rs 10, 50, 100 and 1000
and exchange the same with the new design banknotes and coins of all denominations up to
30'November 2016 only. However, SBP BSC field offices will continue to accept the old design
banknotes of Rs 10, 50, 100 & 1000 from general public up to December 31, 2021.

The last day to exchange all old design banknotes from banks is November 30, 2016.All old design
banknotes shall cease to be legal tender on December 01, 2016 while last day to exchange all such
banknotes from SBP BSC field offices is December 31, 2021.

2K

Page 1
"
795,2015-12-06 00:00:00+00:00," 

External Relations Department

 

 

December 06, 2015
Governor’s remarks on CPEC not quoted in its entirety: SBP

China Pakistan Economic Corridor (CPEC) is one of the most important initiatives of the government in recent times
and is expected to play a significant role in accelerating economic growth of the country, going forward. The State
Bank is fully aware of broader contours of this initiative, unfolded to dateand has full confidence on its potential to
play the role of a game changer for the country.

On Friday last an interview given to a foreign news agency has been reported in a way that portrays Governor SBP
apprehensive of the CPEC project. The same story has also been published in various local newspapers later on as
well. The views expressed in the interview have not been referred in its entirety. The transcript of expression on the
subject has been the following:

“we have CPEC in the lime light now which is a large investment program...well with debt some equity would also
come...| think CPEC needs to be made more transparent...day before yesterday | was talking to the Planning Minister
that we need to share the blue print of the project with all and sundry so that people could find their roles in that
greater plan...right now... it is a bit of difficulty for analysts...if you ask me | don’t know out of 46 billion dollars how
much is debt how much is equity and how much is in kind...where the investor would only sell his machine... and that
will convert into a kind of debt with no inflows and in the longer run we have to make sure that we...have more
capability to export which most likely CPEC will itself be generating some export. There is a plan to have industrial
estates alongside this major route they are going to have with Chinese and Pakistani collaboration and these JVs are
going to be export oriented but we need to see this plan with more clarity”.

It would be pertinent to mention that regarding CPEC, Governor has expressed his optimism on several
occasions/interviews in the past and is in complete agreement with the government over its potential.

XXXXXXXXAK

Page 1
"
796,2015-07-01 00:00:00+00:00," 

External Relations Department

 

 

July 1, 2015

SBP LAUNCHES ITS OFFICIAL TWITTER ACCOUNT

 

State Bank of Pakistan has developed its official twitter account to post all relevant updated
information. Governor SBP Mr. Ashraf Mahmood Wathra inaugurated the account by sending the first
ever message as ‘SBP is pleased to join the social media on its 67"" anniversary.’ SBP was inaugurated
on July 1, 1948 by Quaid-e-Azam Muhammad Ali Jinnah.

In the inauguration ceremony of twitter account the Deputy Governor (Policy) Mr. Riaz Riazuddin and
other senior officials were also present.

This Twitter account is primarily to inform about any information dissemination through SBP’s
website. Users may follow this account as per the link https://twitter.com/StateBank Pak?s=08 or

search via email ID as Chief.Spokesperson@sbp.org.pk.

 

2K

 

Page 1
"
797,2015-05-08 00:00:00+00:00," 

External Relations Department

 

 

May 8, 2015

Banks/DFIs should adopt sustainable banking
practices: Mr. Saeed Ahmad, Deputy Governor, SBP

Mr. Saeed Ahmad, Deputy Governor, State Bank of Pakistan chaired the meeting to
initiate Baseline Survey on Environmental and Social Risk Management (ESRM) in
Pakistan being conducted by International Finance Corporation in collaboration with
State Bank of Pakistan.

The Deputy Governor emphasized that environmental and social parameters are
significant sources of credit, liability and/or reputational risks and may seriously affect
economic performance and long term sustainability of a financial institution, if not
properly & timely managed. He further said that green and sustainable banking may
support Government in its efforts to overcome current electricity shortfall and help
increase economic productivity.

The ESRM Survey is being conducted in 17 countries. State Bank has partnered with IFC
for completion of survey in Pakistan. The results of the survey will provide insights to
State Bank for streamlining its regulatory and developmental initiatives for encouraging
incorporation of environmental and social considerations in banking practices and
products.

The Deputy Governor informed the participants that State Bank has taken up green and
sustainable banking as a special developmental area for promotion of environment and
social considerations in the banking practices. This is in line with the adoption of
sustainable banking practices in other central banks in the region and globally.

He further informed that State Bank has recently joined Sustainable Banking Network -
an informal association of regulators established by IFC for knowledge exchange and
learning on sustainable banking. He said that State Bank is also exploring the possibility
of issuing green banking guidelines including environmental risk management practices
for the banks/ DFIs.

The Deputy Governor recalled and appreciated the Environmental and Social Risk
Management Guidelines prepared by Pakistan Banks Association (PBA) in 2010 and
emphasized that Banks/DFIs may build on its initial spadework to develop their Internal
ESRM Systems and adopt sustainable banking practices.

He further remarked that State Bank has also taken a number of initiatives for promotion
of infrastructure financing of banks and reiterated commitment of State Bank to provide
necessary support for promotion of green banking. He apprised the participants that

 

 

Page 1
"
